description,name,public_metrics,id,username,created_at,location
साधो...ये मुर्दों का देश...,ANIL,"{'followers_count': 64034, 'following_count': 504, 'tweet_count': 4764, 'listed_count': 42, 'like_count': 42850}",1647661807681802240,AnilYadavmedia1,2023-04-16T18:03:09.000Z,"Lucknow, India"
2021-02-24T05:16:43.000Z,Leela Kumar,LeelaKu72377644,,"{'followers_count': 0, 'following_count': 11, 'tweet_count': 9, 'listed_count': 0, 'like_count': 2}",1364444008110415872
Leela Kumar,1364444008110415872,"{'followers_count': 0, 'following_count': 11, 'tweet_count': 9, 'listed_count': 0, 'like_count': 2}",LeelaKu72377644,2021-02-24T05:16:43.000Z,
